Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSQF,NewHouse,SummerSale,Season,RemodelAge,GarageAgeInv,GarageIdx,HouseAge,LargeHouse,SQFperRoom,HasPool,PrchSQ,time_index,neighborhood_index
2505,60,RL,75.0,9317,Pave,,Reg,Lvl,4.0,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,PConc,3.0,3.0,1.0,3.0,497.0,1.0,0.0,282.0,779.0,GasA,3,1,SBrkr,1029,929,0,1958,1.0,0.0,2,1,3,1,3.0,7,7.0,1,2.0,Attchd,3.0,2.0,499.0,2.0,2.0,2,202,93,0,0,0,0,0.0,0.0,,0,7,2007,CWD,Normal,220000,2737.0,False,True,1,6,0.07142857142857141,0.4285714285714285,13,False,391.0,False,93,1.0120062792436166,1.0124759912476182
2506,20,RL,71.0,9178,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,8.0,306.0,3,2,PConc,3.0,2.0,3.0,1.0,0.0,1.0,0.0,1643.0,1643.0,GasA,3,1,SBrkr,1651,0,0,1651,0.0,0.0,2,0,3,1,3.0,7,7.0,1,3.0,Attchd,4.0,3.0,870.0,2.0,2.0,2,204,64,0,0,0,0,0.0,0.0,,0,9,2007,New,Partial,250000,3294.0,True,False,2,0,1.0,12.0,0,False,470.57142857142856,False,64,0.9779103351646996,1.0730214627042989
2507,20,RL,93.0,10481,Pave,,IR1,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,0.0,0.0,3,2,PConc,3.0,2.0,3.0,1.0,0.0,1.0,0.0,2140.0,2140.0,GasA,3,1,SBrkr,2140,0,0,2140,0.0,0.0,2,1,3,1,3.0,8,7.0,0,0.0,Attchd,4.0,3.0,894.0,2.0,2.0,2,136,32,0,0,0,0,0.0,0.0,,0,6,2007,New,Partial,360000,4280.0,True,True,1,0,0.5,6.0,1,True,535.0,False,32,1.0120062792436166,1.0730214627042989
2508,20,RL,66.0,10235,Pave,,IR1,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,8.0,306.0,3,2,PConc,3.0,2.0,3.0,1.0,0.0,1.0,0.0,1643.0,1643.0,GasA,3,1,SBrkr,1651,0,0,1651,0.0,0.0,2,0,3,1,3.0,7,7.0,1,3.0,Attchd,3.0,3.0,870.0,2.0,2.0,2,192,64,0,0,0,0,0.0,0.0,,0,9,2007,New,Partial,246500,3294.0,True,False,2,0,1.0,9.0,0,False,470.57142857142856,False,64,0.9779103351646996,1.0730214627042989
2509,20,RL,75.0,11750,Pave,,IR1,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,5.0,204.0,3,2,PConc,3.0,2.0,2.0,3.0,20.0,1.0,0.0,1526.0,1546.0,GasA,3,1,SBrkr,1546,0,0,1546,0.0,0.0,2,0,3,1,3.0,7,7.0,0,0.0,Attchd,3.0,3.0,796.0,2.0,2.0,2,144,42,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,217000,3092.0,False,True,1,1,0.33333333333333337,3.0,2,False,441.7142857142857,False,42,1.0120062792436166,1.0730214627042989
2510,20,RL,73.0,8760,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,5.0,132.0,3,2,PConc,3.0,2.0,1.0,3.0,36.0,1.0,0.0,1453.0,1489.0,GasA,3,1,SBrkr,1500,0,0,1500,0.0,0.0,2,0,3,1,3.0,7,7.0,1,3.0,Attchd,3.0,2.0,674.0,2.0,2.0,2,144,38,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,212999,2989.0,True,True,1,1,0.33333333333333337,2.0,1,False,427.0,False,38,1.0120062792436166,1.0730214627042989
2511,20,RL,64.0,7242,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1270.0,1270.0,GasA,3,1,SBrkr,1270,0,0,1270,0.0,0.0,2,0,2,1,3.0,6,7.0,0,0.0,Attchd,3.0,2.0,524.0,2.0,2.0,2,0,96,0,0,0,0,0.0,0.0,,0,7,2007,WD,Normal,175900,2540.0,False,True,1,1,0.33333333333333337,2.0,2,False,423.3333333333333,False,96,1.0120062792436166,1.0730214627042989
2512,60,RL,78.0,9316,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,4.0,1.0,0.0,1.0,0.0,879.0,879.0,GasA,3,1,SBrkr,879,916,0,1795,0.0,0.0,2,1,3,1,3.0,7,7.0,0,0.0,Attchd,3.0,2.0,578.0,2.0,2.0,2,164,111,0,0,0,0,0.0,0.0,,0,10,2007,WD,Normal,191000,2674.0,False,False,2,1,0.33333333333333337,2.0,2,False,382.0,False,111,0.9779103351646996,1.0730214627042989
2513,60,RL,,8883,Pave,,IR1,Lvl,4.0,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,5.0,360.0,3,2,PConc,3.0,2.0,1.0,3.0,608.0,1.0,321.0,0.0,929.0,GasA,3,1,SBrkr,946,927,0,1873,1.0,0.0,2,1,3,1,3.0,7,7.0,1,2.0,Attchd,3.0,2.0,619.0,2.0,2.0,2,108,48,0,0,144,0,0.0,5.0,,0,5,2007,WD,Normal,207000,2802.0,False,True,1,19,0.05000000000000001,0.30000000000000004,19,False,400.2857142857143,False,192,1.0120062792436166,1.0124759912476182
2514,20,RL,155.0,20064,Pave,,IR1,Low,4.0,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,8,6,Shed,WdShngl,Wd Sdng,Wd Sdng,0.0,0.0,3,2,CBlock,3.0,3.0,4.0,1.0,51.0,3.0,915.0,0.0,966.0,GasA,3,1,SBrkr,1743,0,0,1743,2.0,0.0,0,1,0,1,3.0,5,7.0,2,2.0,Attchd,4.0,2.0,529.0,2.0,2.0,2,646,0,0,0,0,0,0.0,0.0,,0,5,2007,WD,Normal,279000,2709.0,False,True,1,31,0.03125,0.25,31,False,541.8,False,0,1.0120062792436166,1.0220892078837545
2515,20,RL,,14217,Pave,,IR2,Lvl,4.0,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,3.0,2.0,1.0,3.0,550.0,1.0,0.0,472.0,1022.0,GasA,3,1,SBrkr,1022,0,0,1022,0.0,1.0,1,0,3,1,2.0,6,7.0,0,0.0,Detchd,2.0,2.0,747.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,8,2007,WD,Normal,139500,2044.0,False,True,2,13,0.07692307692307693,0.3076923076923077,13,False,340.6666666666667,False,0,0.9779103351646996,1.0730214627042989
2516,60,RL,57.0,10021,Pave,,IR1,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,PConc,3.0,2.0,1.0,3.0,539.0,1.0,0.0,96.0,635.0,GasA,3,1,SBrkr,646,662,0,1308,1.0,0.0,2,1,3,1,3.0,6,7.0,0,0.0,Attchd,3.0,2.0,497.0,2.0,2.0,2,142,54,0,0,0,0,0.0,0.0,,0,5,2007,WD,Normal,175000,1943.0,False,True,1,1,0.0909090909090909,0.5454545454545454,10,False,323.8333333333333,False,54,1.0120062792436166,1.0730214627042989
2517,20,RL,60.0,8428,Pave,,IR2,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,PConc,3.0,3.0,1.0,3.0,420.0,1.0,0.0,570.0,990.0,GasA,3,1,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,Detchd,2.0,1.0,384.0,2.0,2.0,2,256,0,0,0,0,0,0.0,0.0,,0,7,2007,WD,Normal,146000,1980.0,False,True,1,13,0.07692307692307693,0.15384615384615385,13,False,396.0,False,0,1.0120062792436166,1.0730214627042989
2518,20,RL,70.0,16561,Pave,,IR2,Low,4.0,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,3.0,2.0,1.0,3.0,549.0,1.0,0.0,548.0,1097.0,GasA,3,1,SBrkr,1097,0,0,1097,1.0,0.0,1,1,3,1,2.0,6,7.0,0,0.0,Attchd,2.0,1.0,242.0,2.0,2.0,2,306,0,0,0,0,0,0.0,5.0,,0,7,2007,WD,Normal,147900,2194.0,False,True,1,11,0.08333333333333333,0.16666666666666666,11,False,365.6666666666667,False,0,1.0120062792436166,1.0730214627042989
2519,60,RL,47.0,10820,Pave,,IR2,Lvl,4.0,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,4.0,3.0,342.0,1.0,0.0,646.0,988.0,GasA,3,1,SBrkr,988,885,0,1873,0.0,0.0,2,1,3,1,3.0,7,7.0,1,2.0,Attchd,3.0,2.0,597.0,2.0,2.0,2,202,123,0,0,0,0,0.0,0.0,,0,3,2007,WD,Normal,235500,2861.0,False,False,0,8,0.11111111111111109,0.6666666666666665,8,False,408.7142857142857,False,123,0.9438058428727765,1.0730214627042989
2520,60,RL,43.0,12352,Pave,,IR2,Lvl,4.0,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,5.0,290.0,3,2,PConc,3.0,2.0,1.0,3.0,638.0,1.0,0.0,215.0,853.0,GasA,3,1,SBrkr,853,900,0,1753,1.0,0.0,2,1,3,1,2.0,7,7.0,1,2.0,Attchd,3.0,2.0,534.0,2.0,2.0,2,0,74,0,0,0,0,0.0,0.0,,0,3,2007,WD,Normal,217000,2606.0,False,False,0,8,0.09999999999999998,0.5999999999999999,9,False,372.2857142857143,False,74,0.9438058428727765,1.0730214627042989
2521,60,RL,68.0,9543,Pave,,IR1,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,845.0,845.0,GasA,3,1,SBrkr,845,845,0,1690,0.0,0.0,2,1,3,1,3.0,7,7.0,0,0.0,Attchd,3.0,2.0,517.0,2.0,2.0,2,0,103,0,0,0,0,0.0,0.0,,0,2,2007,WD,Normal,190550,2535.0,False,False,0,6,0.14285714285714288,0.8571428571428572,6,False,362.14285714285717,False,103,0.9438058428727765,1.0730214627042989
2522,60,RL,,8826,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,5.0,144.0,3,2,PConc,3.0,2.0,1.0,3.0,841.0,1.0,0.0,144.0,985.0,GasA,3,1,SBrkr,985,857,0,1842,1.0,0.0,2,1,3,1,3.0,7,7.0,1,2.0,Attchd,4.0,2.0,486.0,2.0,2.0,2,193,96,0,0,0,0,0.0,0.0,,0,7,2007,WD,Normal,217500,2827.0,False,True,1,7,0.12500000000000003,1.0000000000000002,7,False,403.85714285714283,False,96,1.0120062792436166,1.0730214627042989
2523,20,RL,97.0,11800,Pave,,IR1,Bnk,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,CBlock,3.0,2.0,3.0,2.0,663.0,1.0,0.0,201.0,864.0,GasA,2,1,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,Attchd,2.0,2.0,440.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,8,2007,WD,Family,131000,1758.0,False,True,2,33,0.02941176470588235,0.1176470588235294,33,False,351.6,False,0,0.9779103351646996,1.0730214627042989
2524,80,RL,59.0,8660,Pave,,IR1,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,5.0,113.0,2,3,CBlock,3.0,2.0,3.0,3.0,502.0,1.0,0.0,513.0,1015.0,GasA,2,1,SBrkr,1025,0,0,1025,0.0,0.0,2,0,3,1,2.0,6,7.0,1,2.0,Detchd,2.0,2.0,370.0,2.0,2.0,2,127,0,0,0,0,0,0.0,0.0,,0,7,2007,WD,Normal,153500,2040.0,False,True,1,31,0.03448275862068965,0.1379310344827586,31,False,340.0,False,0,1.0120062792436166,1.0730214627042989
2525,80,RL,72.0,9720,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,VinylSd,5.0,51.0,2,2,CBlock,2.0,,3.0,3.0,755.0,1.0,0.0,240.0,995.0,GasA,2,1,SBrkr,1009,0,0,1009,0.0,0.0,2,0,3,1,2.0,6,7.0,1,2.0,Detchd,2.0,2.0,576.0,2.0,2.0,2,0,0,0,0,0,0,0.0,4.0,,0,6,2007,WD,Normal,160000,2004.0,False,True,1,30,0.03225806451612903,0.12903225806451613,30,False,334.0,False,0,1.0120062792436166,1.0730214627042989
2526,20,RL,45.0,8982,Pave,,IR1,Lvl,4.0,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,CemntBd,CmentBd,0.0,0.0,2,2,CBlock,3.0,2.0,3.0,3.0,539.0,1.0,0.0,501.0,1040.0,GasA,2,1,SBrkr,1040,0,0,1040,0.0,0.0,1,1,3,1,2.0,5,7.0,0,0.0,Detchd,2.0,2.0,748.0,2.0,2.0,2,0,0,0,0,0,0,0.0,4.0,,0,1,2007,WD,Normal,134900,2080.0,False,False,0,30,0.03225806451612903,0.12903225806451613,30,False,416.0,False,0,0.9438058428727765,1.0730214627042989
2527,20,RL,39.0,16300,Pave,,IR1,Lvl,4.0,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,CBlock,3.0,2.0,3.0,2.0,60.0,2.0,417.0,399.0,876.0,GasA,2,1,SBrkr,907,0,0,907,1.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,Attchd,3.0,1.0,308.0,2.0,2.0,2,0,0,0,0,0,0,0.0,4.0,,0,1,2007,WD,Normal,130000,1783.0,False,False,0,30,0.03225806451612903,0.0967741935483871,30,False,356.6,False,0,0.9438058428727765,1.0730214627042989
2528,20,RL,75.0,9675,Pave,,Reg,Lvl,4.0,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,2.0,330.0,2.0,432.0,102.0,864.0,GasA,2,1,SBrkr,879,0,0,879,0.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,Attchd,2.0,2.0,440.0,2.0,2.0,2,0,80,0,0,0,0,0.0,0.0,,0,9,2007,Con,Normal,120000,1743.0,False,False,2,32,0.030303030303030304,0.12121212121212122,32,False,348.6,False,80,0.9779103351646996,1.0730214627042989
2529,20,RL,60.0,7200,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,3.0,671.0,1.0,0.0,193.0,864.0,GasA,3,1,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,Detchd,4.0,2.0,576.0,3.0,3.0,2,155,0,0,0,0,0,0.0,0.0,,0,9,2007,WD,Normal,127000,1728.0,False,False,2,7,0.03225806451612903,0.25806451612903225,35,False,345.6,False,0,0.9779103351646996,1.0730214627042989
2530,20,RL,60.0,7200,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,8,Gable,CompShg,Plywood,Plywood,0.0,0.0,2,3,CBlock,2.0,2.0,1.0,2.0,385.0,1.0,0.0,0.0,385.0,GasA,3,1,SBrkr,875,0,0,875,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,Detchd,2.0,2.0,728.0,2.0,2.0,2,352,0,0,0,0,0,0.0,0.0,,0,10,2007,WD,Normal,117000,1260.0,False,False,2,1,0.030303030303030304,0.12121212121212122,35,False,252.0,False,0,0.9779103351646996,1.0730214627042989
2531,20,RL,,11354,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,2.0,2.0,4.0,3.0,1412.0,1.0,0.0,261.0,1673.0,GasA,3,1,SBrkr,1673,0,0,1673,1.0,0.0,2,0,3,1,3.0,7,7.0,1,2.0,Attchd,3.0,2.0,583.0,2.0,2.0,2,306,113,0,0,116,0,0.0,0.0,,0,1,2007,WD,Normal,270000,3346.0,False,False,0,7,0.12500000000000003,0.7500000000000002,7,False,478.0,False,229,0.9438058428727765,1.0730214627042989
2532,60,RL,70.0,8749,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,3.0,654.0,1.0,0.0,325.0,979.0,GasA,3,1,SBrkr,992,940,0,1932,1.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,Attchd,3.0,2.0,610.0,2.0,2.0,2,0,120,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,213000,2911.0,False,True,1,4,0.2,1.2000000000000002,4,False,415.85714285714283,False,120,1.0120062792436166,1.0730214627042989
2533,60,RL,65.0,8158,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,5.0,214.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,860.0,860.0,GasA,3,1,SBrkr,860,869,0,1729,0.0,0.0,2,1,3,1,3.0,7,7.0,0,0.0,Attchd,4.0,2.0,542.0,2.0,2.0,2,386,63,0,0,0,0,0.0,0.0,,0,8,2007,WD,Normal,200000,2589.0,False,True,2,5,0.16666666666666669,1.3333333333333335,5,False,369.85714285714283,False,63,0.9779103351646996,1.0730214627042989
2534,20,RL,73.0,11927,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,HdBoard,HdBoard,5.0,519.0,3,2,PConc,3.0,2.0,4.0,2.0,408.0,3.0,465.0,683.0,1556.0,GasA,3,1,SBrkr,1592,0,0,1592,0.0,0.0,2,0,3,1,3.0,7,7.0,1,2.0,Attchd,4.0,2.0,484.0,2.0,2.0,2,120,35,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,228000,3148.0,False,True,1,12,0.07142857142857141,0.5714285714285713,13,False,449.7142857142857,False,35,1.0120062792436166,1.0730214627042989
2535,60,RL,,12728,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,5.0,256.0,3,2,PConc,3.0,2.0,2.0,3.0,1198.0,1.0,0.0,333.0,1531.0,GasA,3,1,SBrkr,1531,908,0,2439,1.0,0.0,2,1,4,1,3.0,7,7.0,1,2.0,Attchd,4.0,2.0,560.0,2.0,2.0,2,184,121,0,0,0,0,0.0,0.0,,0,1,2007,WD,Normal,275000,3970.0,False,False,0,6,0.14285714285714288,1.142857142857143,6,False,567.1428571428571,False,121,0.9438058428727765,1.0730214627042989
2536,60,RL,,15295,Pave,,IR3,Lvl,4.0,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,5.0,254.0,3,2,PConc,3.0,2.0,2.0,3.0,762.0,1.0,0.0,98.0,860.0,GasA,3,1,SBrkr,1212,780,0,1992,1.0,0.0,2,1,3,1,3.0,7,5.0,2,2.0,Attchd,3.0,2.0,608.0,2.0,2.0,2,225,32,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,211000,2852.0,False,True,1,5,0.08333333333333333,0.5,11,False,407.42857142857144,False,32,1.0120062792436166,1.0730214627042989
2537,20,RL,73.0,17227,Pave,,IR2,Lvl,4.0,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,5.0,158.0,3,2,PConc,3.0,2.0,4.0,3.0,915.0,1.0,0.0,426.0,1341.0,GasA,3,1,SBrkr,1341,0,0,1341,1.0,0.0,1,1,1,1,3.0,5,7.0,1,2.0,Attchd,3.0,2.0,482.0,2.0,2.0,2,240,84,0,0,0,0,0.0,0.0,,0,1,2007,WD,Normal,246900,2682.0,False,False,0,7,0.11111111111111109,0.6666666666666665,8,False,536.4,False,84,0.9438058428727765,1.0730214627042989
2538,60,RL,70.0,8145,Pave,,IR1,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,738.0,738.0,GasA,3,1,SBrkr,738,738,0,1476,0.0,0.0,2,1,3,1,3.0,7,7.0,0,0.0,Attchd,3.0,2.0,552.0,2.0,2.0,2,0,35,0,0,0,0,0.0,0.0,,0,6,2007,New,Partial,179400,2214.0,True,True,1,0,1.0,6.0,0,False,316.2857142857143,False,35,1.0120062792436166,1.0730214627042989
2539,20,RL,65.0,8769,Pave,,Reg,Lvl,4.0,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,3.0,3.0,709.0,1.0,0.0,460.0,1169.0,GasA,3,1,SBrkr,1190,0,0,1190,1.0,0.0,2,0,2,1,3.0,5,7.0,0,0.0,Attchd,3.0,2.0,578.0,2.0,2.0,2,100,41,0,0,0,0,0.0,0.0,,0,10,2007,WD,Normal,173500,2359.0,False,False,2,2,0.33333333333333337,2.0,2,False,471.8,False,41,0.9779103351646996,1.0730214627042989
2540,20,RL,64.0,8334,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1330.0,1330.0,GasA,3,1,SBrkr,1330,0,0,1330,0.0,0.0,2,0,3,1,3.0,6,7.0,1,3.0,Attchd,4.0,2.0,437.0,2.0,2.0,2,0,23,0,0,0,0,0.0,0.0,,0,7,2007,New,Partial,167840,2660.0,True,True,1,0,0.5,4.0,1,False,443.3333333333333,False,23,1.0120062792436166,1.0730214627042989
2541,60,RL,64.0,8333,Pave,,Reg,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,738.0,738.0,GasA,3,1,SBrkr,738,753,0,1491,0.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,Attchd,3.0,2.0,484.0,2.0,2.0,2,100,30,0,0,0,0,0.0,0.0,,0,5,2007,WD,Normal,168675,2229.0,True,True,1,1,0.5,3.0,1,False,318.42857142857144,False,30,1.0120062792436166,1.0730214627042989
2542,60,RL,64.0,9045,Pave,,IR1,Lvl,4.0,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,2.0,1.0,0.0,1.0,0.0,768.0,768.0,GasA,3,1,SBrkr,768,768,0,1536,0.0,0.0,2,1,3,1,3.0,6,7.0,0,0.0,Attchd,4.0,2.0,400.0,2.0,2.0,2,0,40,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,167000,2304.0,False,True,1,2,0.33333333333333337,2.666666666666667,2,False,384.0,False,40,1.0120062792436166,1.0730214627042989
2543,85,RL,75.0,9825,Pave,,Reg,Low,4.0,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,5.0,162.0,2,2,CBlock,3.0,2.0,4.0,3.0,936.0,1.0,0.0,0.0,936.0,GasA,3,1,SBrkr,936,0,0,936,1.0,0.0,1,0,2,1,2.0,4,7.0,1,2.0,Attchd,2.0,1.0,384.0,2.0,2.0,2,405,0,0,0,0,0,0.0,0.0,Shed,450,8,2007,WD,Abnorml,118500,1872.0,False,True,2,40,0.024390243902439022,0.048780487804878044,40,False,468.0,False,0,0.9779103351646996,0.8787216404982302
2544,20,RL,67.0,8308,Pave,,Reg,Lvl,4.0,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,VinylSd,VinylSd,8.0,20.0,2,3,CBlock,2.0,2.0,1.0,2.0,132.0,1.0,841.0,115.0,1088.0,GasA,2,1,SBrkr,1088,0,0,1088,0.0,0.0,1,0,2,1,2.0,4,7.0,0,0.0,Detchd,2.0,2.0,520.0,2.0,2.0,1,0,0,0,0,0,0,0.0,0.0,,0,6,2007,COD,Normal,110000,2176.0,False,True,1,44,0.16666666666666669,0.6666666666666667,44,False,544.0,False,0,1.0120062792436166,0.8787216404982302
2545,50,RL,74.0,16287,Pave,,Reg,Lvl,4.0,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,CBlock,2.0,2.0,1.0,3.0,130.0,2.0,105.0,666.0,901.0,GasA,2,1,SBrkr,901,450,0,1351,1.0,0.0,1,0,3,1,2.0,7,7.0,1,3.0,Detchd,2.0,2.0,576.0,2.0,2.0,0,0,0,43,0,100,0,0.0,0.0,,0,7,2007,WD,Normal,122000,2252.0,False,True,1,57,0.030303030303030304,0.12121212121212122,82,False,321.7142857142857,False,143,1.0120062792436166,0.8787216404982302
