Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSQF,NewHouse,SummerSale,RecentRemodel
1153,20,RL,90.0,14115,Pave,,IR1,Lvl,4,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,3,3,PConc,3.0,3.0,2.0,4.0,296,5.0,547,230,1073,GasA,5,1,SBrkr,1811,0,0,1811,0,0,1,0,2,1,5,6,10,1,4.0,Attchd,1956.0,4.0,2,470,3.0,3.0,3,0,0,280,0,0,0,,,,0,2006,WD,Abnorml,230000,2884,False,True,False
1154,30,RM,,5890,Pave,,Reg,Lvl,4,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3.0,4.0,4.0,538,0.0,0,278,816,GasA,5,1,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,10,0,,Detchd,2002.0,2.0,1,432,3.0,3.0,3,0,0,96,0,0,0,,,,0,2008,WD,Normal,120500,1632,False,True,False
1155,60,RL,,13700,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,3,3,CBlock,3.0,3.0,5.0,4.0,454,0.0,0,410,864,GasA,3,1,SBrkr,902,918,0,1820,0,0,1,2,4,1,4,8,10,2,4.0,Attchd,1965.0,2.0,2,492,3.0,3.0,3,60,84,0,0,273,0,,5.0,,0,2008,WD,Normal,201800,2684,False,True,False
1156,20,RL,90.0,10768,Pave,,IR1,Lvl,4,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,4,4,CBlock,4.0,3.0,5.0,4.0,1157,0.0,0,280,1437,GasA,3,1,SBrkr,1437,0,0,1437,1,0,2,0,3,1,4,6,10,1,2.0,Attchd,1976.0,3.0,2,528,3.0,3.0,3,0,21,0,0,180,0,,,,0,2007,WD,Normal,218000,2874,False,True,False
1157,80,RL,85.0,9350,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,4,PConc,3.0,3.0,5.0,4.0,633,0.0,0,586,1219,GasA,4,1,SBrkr,1265,0,0,1265,0,1,2,0,3,1,4,6,10,1,4.0,Attchd,1965.0,3.0,2,502,3.0,3.0,3,0,92,0,96,0,0,,4.0,,0,2008,WD,Normal,179900,2484,False,False,False
1158,120,RL,34.0,5001,Pave,,IR1,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4.0,3.0,2.0,5.0,904,0.0,0,410,1314,GasA,5,1,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,6,10,1,4.0,Attchd,2008.0,3.0,2,626,3.0,3.0,3,172,62,0,0,0,0,,,,0,2009,WD,Normal,230000,2628,False,True,True
1159,20,RL,92.0,11932,Pave,,Reg,Lvl,4,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,1580,1580,GasA,5,1,SBrkr,1580,0,0,1580,0,0,2,0,3,1,4,7,10,0,,Attchd,2008.0,3.0,3,830,3.0,3.0,3,0,24,0,0,0,0,,,,0,2008,ConLD,Partial,235128,3160,True,True,True
1160,60,RL,76.0,9120,Pave,,Reg,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,4,3,CBlock,3.0,3.0,2.0,4.0,442,0.0,0,459,901,GasA,3,1,SBrkr,943,933,0,1876,0,0,2,1,4,1,4,8,10,1,3.0,Attchd,1974.0,3.0,2,540,4.0,3.0,3,0,69,0,0,0,0,,,,0,2008,WD,Normal,185000,2777,False,True,False
1161,160,RL,24.0,2280,Pave,,Reg,Lvl,4,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4.0,3.0,2.0,4.0,311,0.0,0,544,855,GasA,2,1,SBrkr,855,601,0,1456,0,0,2,1,3,1,3,7,10,1,3.0,Attchd,1978.0,2.0,2,440,3.0,3.0,3,26,0,0,0,0,0,,,,0,2010,WD,Normal,146000,2311,False,True,False
1162,20,RL,,14778,Pave,,IR1,Low,4,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,4,3,CBlock,3.0,3.0,2.0,3.0,728,0.0,0,568,1296,GasA,5,1,SBrkr,1640,0,0,1640,1,0,1,0,3,1,4,7,10,1,4.0,Detchd,1993.0,2.0,2,924,3.0,3.0,3,108,0,0,216,0,0,,,,0,2008,WD,Normal,224000,2936,False,False,False
1163,20,RL,109.0,8724,Pave,,Reg,Lvl,4,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,2.0,3.0,492,0.0,0,402,894,GasA,4,1,SBrkr,894,0,0,894,0,0,1,0,3,1,3,5,10,1,1.0,Attchd,1968.0,4.0,2,450,3.0,3.0,3,0,0,0,0,0,0,,,,0,2007,WD,Normal,129000,1788,False,True,False
1164,90,RL,60.0,12900,Pave,,Reg,Lvl,4,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,4.0,5.0,1198,0.0,0,0,1198,GasA,3,1,SBrkr,1258,0,0,1258,2,0,0,2,0,2,3,6,10,0,,CarPort,1969.0,2.0,2,400,2.0,3.0,3,120,0,0,0,0,0,,,,0,2008,WD,Alloca,108959,2456,False,False,False
1165,80,RL,,16157,Pave,,IR1,Lvl,4,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4.0,3.0,5.0,4.0,680,2.0,391,289,1360,GasA,5,1,SBrkr,1432,0,0,1432,1,0,1,1,2,1,4,5,10,1,3.0,Attchd,1978.0,2.0,2,588,3.0,3.0,3,168,180,0,0,0,0,,,,0,2007,WD,Normal,194000,2792,False,True,False
1166,20,RL,79.0,9541,Pave,,IR1,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,1502,1502,GasA,5,1,SBrkr,1502,0,0,1502,0,0,2,0,3,1,4,7,10,0,,Attchd,2009.0,3.0,2,644,3.0,3.0,3,0,114,0,0,0,0,,,,0,2009,New,Partial,233170,3004,True,False,False
1167,20,RL,64.0,10475,Pave,,IR1,Lvl,4,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4.0,3.0,4.0,0.0,0,0.0,0,1694,1694,GasA,5,1,SBrkr,1694,0,0,1694,0,0,2,0,3,1,4,7,10,0,,Attchd,2008.0,3.0,3,776,3.0,3.0,3,160,33,0,0,0,0,,,,0,2010,WD,Normal,245350,3388,False,False,False
1168,60,RL,58.0,10852,Pave,,IR1,Lvl,4,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2.0,5.0,786,0.0,0,173,959,GasA,5,1,SBrkr,959,712,0,1671,1,0,2,1,3,1,3,7,10,1,3.0,Attchd,2000.0,4.0,2,472,3.0,3.0,3,0,38,0,0,0,0,,,,0,2006,WD,Normal,173000,2630,False,False,False
1169,70,RL,120.0,13728,Pave,,Reg,Lvl,4,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,CBlock,3.0,3.0,2.0,2.0,626,0.0,0,501,1127,GasA,5,1,SBrkr,1236,872,0,2108,0,0,2,0,4,1,4,7,10,2,3.0,Basment,1935.0,2.0,2,540,3.0,3.0,3,0,0,0,0,90,0,,,,0,2008,WD,Normal,235000,3235,False,True,False
1170,60,RL,118.0,35760,Pave,,IR1,Lvl,4,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,4,4,PConc,5.0,3.0,5.0,5.0,1387,0.0,0,543,1930,GasA,5,1,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,4,10,10,1,3.0,Attchd,1995.0,4.0,3,807,3.0,3.0,3,361,76,0,0,0,0,,,,0,2006,WD,Normal,625000,5557,False,True,True
1171,80,RL,76.0,9880,Pave,,Reg,Lvl,4,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,4.0,4.0,522,0.0,0,574,1096,GasA,3,1,SBrkr,1118,0,0,1118,1,0,1,0,3,1,3,6,10,1,1.0,Attchd,1977.0,4.0,1,358,3.0,3.0,3,203,0,0,0,0,576,4.0,5.0,,0,2008,WD,Normal,171000,2214,False,True,False
1172,20,RL,76.0,9120,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,662,0.0,0,599,1261,GasA,5,1,SBrkr,1261,0,0,1261,1,0,1,0,3,1,3,6,10,1,3.0,Attchd,1958.0,3.0,2,433,3.0,3.0,3,0,0,0,0,288,0,,,Shed,1400,2008,WD,Normal,163000,2522,False,False,False
1173,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,625,625,GasA,5,1,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,10,0,,Detchd,2006.0,4.0,2,625,3.0,3.0,3,0,54,0,0,0,0,,,,0,2008,WD,Normal,171900,1875,False,False,True
1174,50,RL,138.0,18030,Pave,,IR1,Bnk,4,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,2.0,152,3.0,469,977,1598,GasA,3,1,SBrkr,1636,971,479,3086,0,0,3,0,3,1,5,12,3,1,4.0,,,,0,0,,,3,122,0,0,0,0,0,,4.0,,0,2007,WD,Normal,200500,4684,False,False,False
1175,70,RL,80.0,16560,Pave,,IR1,Lvl,4,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4.0,3.0,2.0,2.0,503,0.0,0,449,952,GasA,3,1,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,3,9,10,1,4.0,Detchd,1932.0,2.0,2,360,3.0,3.0,3,0,0,0,0,0,0,,,,0,2006,WD,Normal,239000,3297,False,True,False
1176,50,RL,85.0,10678,Pave,,Reg,Lvl,4,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,4,3,PConc,4.0,3.0,2.0,5.0,700,0.0,0,983,1683,GasA,5,1,SBrkr,2129,743,0,2872,0,0,2,1,4,1,4,9,10,1,3.0,Attchd,1992.0,4.0,2,541,3.0,3.0,3,0,33,0,0,0,0,,,,0,2007,WD,Normal,285000,4555,False,True,False
1177,20,RL,37.0,6951,Pave,,IR1,Lvl,4,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,658,0.0,0,218,876,GasA,3,1,SBrkr,923,0,0,923,1,0,1,0,3,1,3,5,10,0,,Attchd,1984.0,2.0,1,264,3.0,3.0,3,362,0,0,0,0,0,,4.0,,0,2008,WD,Normal,119500,1799,False,False,True
1178,50,RM,,3950,Pave,Grvl,Reg,Bnk,4,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,2.0,468,0.0,0,350,818,GasA,3,1,SBrkr,818,406,0,1224,0,0,1,0,3,1,3,5,10,0,,Detchd,1926.0,2.0,1,210,3.0,3.0,1,0,0,116,0,0,0,,,,0,2009,WD,Normal,115000,2042,False,False,False
1179,50,RL,54.0,7681,Pave,,IR1,Lvl,4,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2.0,0.0,0,0.0,0,731,731,GasA,5,1,SBrkr,820,523,0,1343,0,0,1,1,3,1,3,7,10,1,4.0,Detchd,1921.0,2.0,1,186,2.0,3.0,3,192,0,102,0,0,0,,,,0,2009,WD,Normal,154900,2074,False,True,False
1180,20,RL,77.0,8335,Pave,,Reg,Lvl,4,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,,,,,0,,0,0,0,GasA,4,1,SBrkr,1124,0,0,1124,0,0,1,0,3,1,3,5,7,1,4.0,,,,0,0,,,1,0,36,190,0,0,0,,,,0,2006,WD,Normal,93000,1124,False,True,False
1181,60,RL,,11170,Pave,,IR2,Lvl,4,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Wood,4.0,3.0,2.0,1.0,1216,0.0,0,0,1216,GasA,5,1,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,3,8,10,0,,Attchd,1990.0,4.0,2,693,3.0,3.0,3,0,0,0,0,0,0,,5.0,,0,2006,WD,Normal,250000,3730,False,True,True
1182,120,RM,64.0,5587,Pave,,IR1,HLS,4,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,3,PConc,5.0,3.0,5.0,5.0,1480,0.0,0,120,1600,GasA,5,1,SBrkr,1652,0,0,1652,1,1,2,0,2,1,4,5,10,1,4.0,Attchd,2008.0,4.0,2,482,3.0,3.0,3,162,53,0,153,0,0,,,,0,2008,New,Partial,392500,3252,True,False,False
1183,60,RL,160.0,15623,Pave,,IR1,Lvl,4,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,4,3,PConc,5.0,3.0,4.0,5.0,2096,0.0,0,300,2396,GasA,5,1,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,5,10,10,2,3.0,Attchd,1996.0,4.0,3,813,3.0,3.0,3,171,78,0,0,0,555,5.0,4.0,,0,2007,WD,Abnorml,745000,6872,False,True,False
1184,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,2.0,2.0,821,0.0,0,299,1120,GasA,5,1,SBrkr,1130,0,0,1130,1,0,1,0,2,1,3,5,10,1,4.0,Detchd,1970.0,2.0,2,720,3.0,3.0,3,229,0,0,0,0,0,,,,0,2006,WD,Normal,120000,2250,False,True,False
1185,20,RL,50.0,35133,Grvl,,Reg,Lvl,4,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,3,3,CBlock,3.0,3.0,5.0,2.0,1159,0.0,0,413,1572,GasA,4,1,SBrkr,1572,0,0,1572,1,0,1,1,3,1,3,5,10,2,3.0,2Types,1963.0,3.0,3,995,3.0,3.0,3,0,263,0,0,263,0,,,,0,2007,WD,Normal,186700,3144,False,True,False
1186,50,RL,60.0,9738,Pave,,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,BrkTil,3.0,3.0,2.0,3.0,392,0.0,0,392,784,GasA,4,1,SBrkr,949,272,0,1221,1,0,1,0,4,1,3,7,10,0,,Attchd,1965.0,2.0,1,392,3.0,3.0,3,0,0,236,0,0,0,,,,0,2006,WD,Normal,104900,2005,False,False,False
1187,190,RL,107.0,10615,Pave,,IR1,Bnk,4,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2.0,3.0,3.0,3.0,440,0.0,0,538,978,GasA,3,1,SBrkr,1014,685,0,1699,1,0,2,0,3,2,3,7,10,0,,CarPort,1920.0,2.0,2,420,2.0,2.0,3,0,74,0,0,0,0,,,,0,2009,WD,Abnorml,95000,2677,False,True,False
1188,20,RL,89.0,12461,Pave,,Reg,Lvl,4,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,4,3,PConc,4.0,3.0,2.0,5.0,1456,0.0,0,168,1624,GasA,5,1,SBrkr,1624,0,0,1624,1,0,2,0,2,1,4,5,10,1,2.0,Attchd,1994.0,3.0,3,757,3.0,3.0,3,0,114,192,0,0,0,,5.0,,0,2006,WD,Normal,262000,3248,False,True,True
1189,60,RL,68.0,8935,Pave,,IR1,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,831,831,GasA,5,1,SBrkr,831,829,0,1660,0,0,2,1,3,1,4,7,10,0,,Attchd,2002.0,3.0,2,493,3.0,3.0,3,144,68,0,0,0,0,,,,0,2009,WD,Normal,195000,2491,False,True,False
1190,60,RL,60.0,7500,Pave,,Reg,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,2.0,0.0,0,0.0,0,994,994,GasA,4,1,SBrkr,1028,776,0,1804,0,0,2,1,3,1,4,7,10,1,3.0,Attchd,1999.0,4.0,2,442,3.0,3.0,3,140,60,0,0,0,0,,,,0,2010,WD,Normal,189000,2798,False,True,False
1191,190,RL,,32463,Pave,,Reg,Low,4,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,3,4,CBlock,3.0,3.0,4.0,3.0,1159,0.0,0,90,1249,GasA,5,1,SBrkr,1622,0,0,1622,1,0,1,0,3,1,3,7,10,1,3.0,2Types,1975.0,4.0,4,1356,3.0,3.0,3,439,0,0,0,0,0,,,,0,2007,WD,Normal,168000,2871,False,False,False
1192,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,776,776,GasA,5,1,SBrkr,764,677,0,1441,0,0,2,1,2,1,4,5,10,0,,Detchd,1999.0,2.0,2,492,3.0,3.0,3,206,0,0,0,0,0,,,,0,2007,WD,Normal,174000,2217,False,False,True
1193,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,3.0,0.0,0,0.0,0,702,702,GasA,4,1,SBrkr,842,630,0,1472,0,0,1,0,3,1,4,6,10,0,,Detchd,1925.0,2.0,1,250,3.0,2.0,2,0,0,84,0,0,0,,3.0,,0,2007,WD,Normal,125000,2174,False,True,False
1194,120,RM,,4500,Pave,,Reg,Lvl,4,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5.0,3.0,2.0,5.0,883,0.0,0,341,1224,GasA,5,1,SBrkr,1224,0,0,1224,1,0,2,0,2,1,3,5,10,0,,Attchd,1999.0,4.0,2,402,3.0,3.0,3,0,304,0,0,0,0,,,,0,2009,WD,Normal,165000,2448,False,True,False
1195,60,RL,80.0,9364,Pave,,Reg,Lvl,4,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,3,3,CBlock,3.0,3.0,2.0,4.0,371,0.0,0,292,663,GasA,3,1,SBrkr,663,689,0,1352,0,0,1,1,4,1,3,7,10,0,,Attchd,1969.0,4.0,1,299,3.0,3.0,3,379,36,0,0,0,0,,4.0,,0,2010,WD,Normal,158000,2015,False,False,False
1196,60,RL,51.0,8029,Pave,,IR1,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,728,728,GasA,5,1,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,10,0,,Attchd,2005.0,4.0,2,400,3.0,3.0,3,100,24,0,0,0,0,,,,0,2008,WD,Normal,176000,2184,False,True,False
1197,60,RL,58.0,14054,Pave,,IR1,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,4.0,0.0,0,0.0,0,879,879,GasA,5,1,SBrkr,879,984,0,1863,0,0,2,1,4,1,4,9,10,1,4.0,BuiltIn,2006.0,4.0,3,660,3.0,3.0,3,100,17,0,0,0,0,,,,0,2006,New,Partial,219210,2742,True,False,False
1198,75,RM,65.0,8850,Pave,,IR1,Bnk,4,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,2.0,0.0,0,0.0,0,815,815,GasA,5,1,SBrkr,815,875,0,1690,0,0,1,0,3,1,3,7,10,1,4.0,Detchd,1916.0,2.0,1,225,3.0,3.0,3,0,0,330,0,0,0,,,,0,2006,ConLw,Normal,144000,2505,False,True,False
1199,20,RL,70.0,9100,Pave,,Reg,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,1212,1212,GasA,5,1,SBrkr,1212,0,0,1212,0,0,2,0,3,1,4,6,10,0,,Attchd,2001.0,3.0,2,573,3.0,3.0,3,356,0,0,0,0,0,,,,0,2009,WD,Normal,178000,2424,False,True,False
1200,20,RL,75.0,11235,Pave,,Reg,Lvl,4,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,3,3,CBlock,3.0,3.0,2.0,2.0,547,0.0,0,504,1051,GasA,4,1,SBrkr,1382,0,0,1382,0,0,1,1,3,1,3,6,10,1,1.0,Attchd,1974.0,2.0,2,459,3.0,3.0,3,0,82,0,0,0,0,,,,0,2006,WD,Normal,148000,2433,False,False,False
1201,20,RL,71.0,9353,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,864,864,GasA,4,1,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,10,0,,Attchd,1972.0,2.0,1,280,3.0,3.0,3,0,0,0,0,0,0,,,Shed,0,2006,Oth,Abnorml,116050,1728,False,True,False
1202,60,RL,80.0,10400,Pave,,Reg,Lvl,4,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,4.0,0.0,0,0.0,0,866,866,GasA,5,1,SBrkr,866,913,0,1779,0,0,2,1,3,1,4,6,10,0,,Attchd,1998.0,3.0,2,546,3.0,3.0,3,198,36,0,0,0,0,,,,0,2009,WD,Normal,197900,2645,False,False,False
1203,50,RM,50.0,6000,Pave,,Reg,Lvl,4,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2.0,0.0,0,0.0,0,884,884,GasA,5,1,SBrkr,884,464,0,1348,1,0,1,0,3,1,3,5,10,1,2.0,Detchd,1960.0,2.0,1,216,3.0,3.0,1,0,0,208,0,0,0,,,,0,2009,WD,Normal,117000,2232,False,True,False
1204,20,RL,75.0,9750,Pave,,Reg,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,1630,1630,GasA,5,1,SBrkr,1630,0,0,1630,0,0,2,0,3,1,4,6,10,1,3.0,Attchd,2000.0,2.0,2,451,3.0,3.0,3,74,234,0,0,0,0,,,,0,2009,WD,Normal,213000,3260,False,False,True
1205,20,RL,78.0,10140,Pave,,Reg,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,2.0,4.0,788,0.0,0,268,1056,GasA,5,1,SBrkr,1074,0,0,1074,1,0,1,1,3,1,3,6,10,0,,Attchd,1975.0,3.0,2,495,3.0,3.0,3,0,88,0,0,0,0,,4.0,,0,2006,WD,Normal,153500,2130,False,True,False
